t_s,v_ms,f_ZZ_Hz,f_REF_Hz,H_eff_s,P_gov_MW,omega0_rads,Pelec0_MW,Pzz0_kW,lam0,omega1_rads,Pelec1_MW,Pzz1_kW,lam1,omega2_rads,Pelec2_MW,Pzz2_kW,lam2,omega3_rads,Pelec3_MW,Pzz3_kW,lam3,omega4_rads,Pelec4_MW,Pzz4_kW,lam4
26.34,13.442,50.0,50.0,4.01038,0.0,1.2959,7.6717,-447.125,5.793,1.2816,7.2124,447.125,5.711,1.2816,7.2138,447.125,5.712,1.2959,7.6713,-447.125,5.793,1.2888,7.4438,0.0,5.753
26.36,13.442,50.0,50.0,4.010381,0.0,1.294,7.622,-445.708,5.784,1.2835,7.263,445.708,5.72,1.2835,7.2645,445.708,5.721,1.294,7.6215,-445.708,5.784,1.2888,7.4443,0.0,5.753
26.38,13.442,50.0,50.0,4.010381,0.0,1.2923,7.5757,-444.009,5.776,1.2852,7.3103,444.009,5.729,1.2853,7.3119,444.009,5.729,1.2923,7.5752,-444.009,5.776,1.2889,7.4448,0.0,5.753
26.4,13.442,50.0,50.0,4.010382,0.0,1.2907,7.5326,-442.029,5.768,1.2869,7.3545,442.029,5.737,1.287,7.3561,442.029,5.737,1.2907,7.5321,-442.029,5.768,1.2889,7.4452,0.0,5.753
26.42,13.442,50.0,50.0,4.010382,0.0,1.2893,7.4926,-439.771,5.761,1.2884,7.3956,439.771,5.744,1.2885,7.3973,439.771,5.744,1.2892,7.492,-439.771,5.761,1.2889,7.4456,0.0,5.753
26.44,13.442,50.0,50.0,4.010382,0.0,1.2879,7.4553,-437.234,5.755,1.2898,7.4339,437.234,5.751,1.2899,7.4356,437.234,5.751,1.2879,7.4547,-437.234,5.755,1.2889,7.446,0.0,5.753
26.46,13.442,50.0,50.0,4.010383,0.0,1.2866,7.4207,-434.422,5.749,1.2911,7.4696,434.422,5.757,1.2912,7.4713,434.422,5.758,1.2866,7.4201,-434.422,5.749,1.2889,7.4463,0.0,5.753
26.48,13.442,50.0,50.0,4.010383,0.0,1.2854,7.3887,-431.335,5.743,1.2924,7.5026,431.335,5.763,1.2924,7.5044,431.335,5.764,1.2854,7.3879,-431.335,5.743,1.2889,7.4466,0.0,5.753
26.5,13.442,50.0,50.0,4.010383,0.0,1.2843,7.3589,-427.975,5.738,1.2935,7.5333,427.975,5.769,1.2936,7.5352,427.975,5.769,1.2843,7.3581,-427.975,5.738,1.2889,7.4469,0.0,5.753
26.52,13.442,50.0,50.0,4.010383,0.0,1.2833,7.3314,-424.346,5.733,1.2945,7.5617,424.346,5.774,1.2946,7.5636,424.346,5.774,1.2833,7.3306,-424.346,5.733,1.289,7.4471,0.0,5.753
26.54,13.442,50.0,50.0,4.010384,0.0,1.2824,7.3059,-420.448,5.728,1.2955,7.5879,420.448,5.778,1.2956,7.5899,420.448,5.779,1.2823,7.3051,-420.448,5.728,1.289,7.4474,0.0,5.754
26.56,13.441,50.0,50.0,4.010384,0.0,1.2815,7.2824,-416.285,5.724,1.2964,7.6121,416.285,5.783,1.2964,7.6141,416.285,5.783,1.2814,7.2815,-416.285,5.724,1.289,7.4476,0.0,5.754
26.58,13.441,50.0,50.0,4.010384,0.0,1.2807,7.2607,-411.859,5.72,1.2972,7.6344,411.859,5.787,1.2973,7.6364,411.859,5.787,1.2806,7.2598,-411.859,5.72,1.289,7.4477,0.0,5.754
26.6,13.441,50.0,50.0,4.010384,0.0,1.2799,7.2408,-407.172,5.717,1.2979,7.6548,407.172,5.791,1.298,7.6568,407.172,5.791,1.2799,7.2399,-407.172,5.717,1.289,7.4478,0.0,5.754
26.62,13.441,50.0,50.0,4.010384,0.0,1.2793,7.2225,-402.229,5.714,1.2986,7.6735,402.229,5.794,1.2987,7.6755,402.229,5.794,1.2792,7.2216,-402.229,5.714,1.289,7.4479,0.0,5.754
26.64,13.441,50.0,50.0,4.010384,0.0,1.2787,7.2058,-397.031,5.711,1.2992,7.6905,397.031,5.797,1.2993,7.6926,397.031,5.797,1.2786,7.2049,-397.031,5.711,1.289,7.448,0.0,5.754
26.66,13.44,50.0,50.0,4.010384,0.0,1.2781,7.1906,-391.583,5.708,1.2997,7.706,391.583,5.8,1.2998,7.7081,391.583,5.8,1.2781,7.1896,-391.583,5.708,1.289,7.4481,0.0,5.754
26.68,13.44,50.0,50.0,4.010384,0.0,1.2776,7.1767,-385.887,5.706,1.3002,7.72,385.887,5.802,1.3003,7.7221,385.887,5.803,1.2776,7.1757,-385.887,5.706,1.289,7.4481,0.0,5.754
26.7,13.44,50.0,50.0,4.010384,0.0,1.2771,7.1641,-379.948,5.704,1.3007,7.7326,379.948,5.805,1.3008,7.7346,379.948,5.805,1.2771,7.1632,-379.948,5.704,1.289,7.4481,0.0,5.755
26.72,13.439,50.0,50.0,4.010384,0.0,1.2767,7.1529,-373.768,5.702,1.3011,7.7438,373.768,5.807,1.3011,7.7459,373.768,5.807,1.2767,7.1519,-373.768,5.702,1.289,7.448,0.0,5.755
26.74,13.439,50.0,50.0,4.010384,0.0,1.2764,7.1427,-367.353,5.7,1.3014,7.7538,367.353,5.809,1.3015,7.7559,367.353,5.809,1.2763,7.1418,-367.353,5.7,1.289,7.4479,0.0,5.755
26.76,13.439,50.0,50.0,4.010384,0.0,1.276,7.1338,-360.705,5.699,1.3017,7.7626,360.705,5.81,1.3018,7.7646,360.705,5.811,1.276,7.1328,-360.705,5.698,1.289,7.4478,0.0,5.755
26.78,13.438,50.0,50.0,4.010384,0.0,1.2758,7.1258,-353.83,5.697,1.302,7.7702,353.83,5.812,1.302,7.7722,353.83,5.812,1.2757,7.1249,-353.83,5.697,1.289,7.4477,0.0,5.755
26.8,13.438,50.0,50.0,4.010384,0.0,1.2755,7.1189,-346.731,5.696,1.3022,7.7767,346.731,5.813,1.3023,7.7788,346.731,5.814,1.2755,7.118,-346.731,5.696,1.2889,7.4475,0.0,5.755
26.82,13.437,50.0,50.0,4.010383,0.0,1.2753,7.113,-339.413,5.695,1.3024,7.7822,339.413,5.814,1.3024,7.7842,339.413,5.815,1.2753,7.1121,-339.413,5.695,1.2889,7.4473,0.0,5.755
26.84,13.437,50.0,50.0,4.010383,0.0,1.2752,7.108,-331.881,5.695,1.3025,7.7867,331.881,5.815,1.3026,7.7887,331.881,5.816,1.2751,7.1071,-331.881,5.695,1.2889,7.4471,0.0,5.756
26.86,13.436,50.0,50.0,4.010383,0.0,1.275,7.1038,-324.139,5.694,1.3026,7.7903,324.139,5.816,1.3027,7.7922,324.139,5.817,1.275,7.103,-324.139,5.694,1.2889,7.4468,0.0,5.756
26.88,13.436,50.0,50.0,4.010383,0.0,1.2749,7.1005,-316.192,5.694,1.3027,7.7929,316.192,5.817,1.3027,7.7949,316.192,5.817,1.2749,7.0997,-316.192,5.694,1.2889,7.4465,0.0,5.756
26.9,13.435,50.0,50.0,4.010383,0.0,1.2748,7.098,-308.046,5.694,1.3027,7.7947,308.046,5.817,1.3028,7.7966,308.046,5.818,1.2748,7.0971,-308.046,5.693,1.2889,7.4462,0.0,5.756
26.92,13.435,50.0,50.0,4.010382,0.0,1.2748,7.0962,-299.705,5.693,1.3027,7.7957,299.705,5.818,1.3028,7.7976,299.705,5.818,1.2748,7.0954,-299.705,5.693,1.2889,7.4459,0.0,5.756
26.94,13.434,50.0,50.0,4.010382,0.0,1.2748,7.0951,-291.175,5.693,1.3027,7.7959,291.175,5.818,1.3028,7.7977,291.175,5.818,1.2748,7.0944,-291.175,5.693,1.2889,7.4455,0.0,5.756
26.96,13.434,50.0,50.0,4.010382,0.0,1.2748,7.0947,-282.461,5.694,1.3026,7.7953,282.461,5.818,1.3027,7.7971,282.461,5.819,1.2748,7.094,-282.461,5.694,1.2888,7.4451,0.0,5.757
26.98,13.433,50.0,50.0,4.010382,0.0,1.2748,7.095,-273.569,5.694,1.3026,7.7941,273.569,5.818,1.3026,7.7958,273.569,5.819,1.2748,7.0943,-273.569,5.694,1.2888,7.4446,0.0,5.757
27.0,13.433,50.0,50.0,4.010381,0.0,1.2749,7.0959,-264.503,5.694,1.3025,7.7921,264.503,5.818,1.3025,7.7939,264.503,5.819,1.2749,7.0953,-264.503,5.694,1.2888,7.4442,0.0,5.757
27.02,13.432,50.0,50.0,4.010381,0.0,1.275,7.0974,-255.271,5.695,1.3023,7.7895,255.271,5.818,1.3024,7.7912,255.271,5.818,1.275,7.0968,-255.271,5.695,1.2888,7.4437,0.0,5.757
27.04,13.431,50.0,50.0,4.01038,0.0,1.2751,7.0994,-245.877,5.696,1.3022,7.7863,245.877,5.818,1.3023,7.7879,245.877,5.818,1.2751,7.0989,-245.877,5.695,1.2888,7.4431,0.0,5.757
27.06,13.431,50.0,50.0,4.01038,0.0,1.2752,7.102,-236.329,5.696,1.302,7.7825,236.329,5.817,1.3021,7.7841,236.329,5.818,1.2752,7.1015,-236.329,5.696,1.2887,7.4426,0.0,5.757
27.08,13.43,50.0,50.0,4.01038,0.0,1.2754,7.1051,-226.63,5.697,1.3018,7.7781,226.63,5.817,1.3019,7.7796,226.63,5.817,1.2753,7.1047,-226.63,5.697,1.2887,7.442,0.0,5.758
27.1,13.429,50.0,50.0,4.010379,0.0,1.2755,7.1087,-216.789,5.698,1.3016,7.7731,216.789,5.816,1.3017,7.7747,216.789,5.817,1.2755,7.1083,-216.789,5.698,1.2887,7.4414,0.0,5.758
27.12,13.428,50.0,50.0,4.010379,0.0,1.2757,7.1128,-206.811,5.699,1.3014,7.7677,206.811,5.816,1.3014,7.7692,206.811,5.816,1.2757,7.1124,-206.811,5.699,1.2887,7.4407,0.0,5.758
27.14,13.428,50.0,50.0,4.010378,0.0,1.2759,7.1173,-196.702,5.7,1.3011,7.7617,196.702,5.815,1.3012,7.7631,196.702,5.815,1.2759,7.117,-196.702,5.7,1.2886,7.44,0.0,5.758
27.16,13.427,50.0,50.0,4.010378,0.0,1.2761,7.1223,-186.469,5.702,1.3009,7.7553,186.469,5.814,1.3009,7.7567,186.469,5.814,1.2761,7.122,-186.469,5.701,1.2886,7.4393,0.0,5.758
27.18,13.426,50.0,50.0,4.010377,0.0,1.2764,7.1276,-176.118,5.703,1.3006,7.7484,176.118,5.813,1.3006,7.7497,176.118,5.814,1.2763,7.1274,-176.118,5.703,1.2886,7.4385,0.0,5.759
27.2,13.425,50.0,50.0,4.010377,0.0,1.2766,7.1333,-165.656,5.704,1.3003,7.741,165.656,5.812,1.3003,7.7423,165.656,5.813,1.2766,7.1332,-165.656,5.704,1.2885,7.4378,0.0,5.759
27.22,13.424,50.0,50.0,4.010376,0.0,1.2769,7.1394,-155.089,5.706,1.2999,7.7333,155.089,5.811,1.3,7.7345,155.089,5.812,1.2769,7.1393,-155.089,5.706,1.2885,7.437,0.0,5.759
27.24,13.424,50.0,50.0,4.010376,0.0,1.2771,7.1459,-144.425,5.707,1.2996,7.7251,144.425,5.81,1.2996,7.7263,144.425,5.811,1.2771,7.1458,-144.425,5.707,1.2885,7.4361,0.0,5.759
27.26,13.423,50.0,50.0,4.010375,0.0,1.2774,7.1527,-133.669,5.709,1.2993,7.7166,133.669,5.809,1.2993,7.7177,133.669,5.809,1.2774,7.1527,-133.669,5.709,1.2884,7.4353,0.0,5.759
27.28,13.422,50.0,50.0,4.010375,0.0,1.2777,7.1598,-122.828,5.71,1.2989,7.7077,122.828,5.808,1.2989,7.7087,122.828,5.808,1.2777,7.1598,-122.828,5.71,1.2884,7.4344,0.0,5.76
27.3,13.421,50.0,50.0,4.010374,0.0,1.278,7.1672,-111.91,5.712,1.2985,7.6984,111.91,5.807,1.2985,7.6994,111.91,5.807,1.278,7.1673,-111.91,5.712,1.2884,7.4334,0.0,5.76
27.32,13.42,50.0,50.0,4.010374,0.0,1.2784,7.1749,-100.922,5.714,1.2981,7.6888,100.922,5.806,1.2982,7.6897,100.922,5.806,1.2784,7.175,-100.922,5.714,1.2883,7.4325,0.0,5.76
27.34,13.419,50.0,50.0,4.010373,0.0,1.2787,7.1829,-89.869,5.716,1.2977,7.6788,89.869,5.804,1.2977,7.6798,89.869,5.804,1.2787,7.183,-89.869,5.716,1.2883,7.4315,0.0,5.76
27.36,13.418,50.0,50.0,4.010372,0.0,1.279,7.1911,-78.76,5.718,1.2973,7.6686,78.76,5.803,1.2973,7.6695,78.76,5.803,1.279,7.1913,-78.76,5.718,1.2882,7.4304,0.0,5.761
27.38,13.417,50.0,50.0,4.010372,0.0,1.2794,7.1995,-67.602,5.72,1.2969,7.6581,67.602,5.801,1.2969,7.6589,67.602,5.802,1.2794,7.1998,-67.602,5.72,1.2882,7.4294,0.0,5.761
27.4,13.416,50.0,50.0,4.010371,0.0,1.2797,7.2082,-56.4,5.722,1.2964,7.6473,56.4,5.8,1.2965,7.648,56.4,5.8,1.2797,7.2085,-56.4,5.722,1.2881,7.4283,0.0,5.761
27.42,13.415,50.0,50.0,4.01037,0.0,1.2801,7.2171,-45.163,5.724,1.296,7.6362,45.163,5.798,1.296,7.6369,45.163,5.799,1.2801,7.2175,-45.163,5.724,1.2881,7.4272,0.0,5.761
27.44,13.414,50.0,50.0,4.01037,0.0,1.2805,7.2262,-33.897,5.726,1.2955,7.6249,33.897,5.797,1.2956,7.6255,33.897,5.797,1.2805,7.2266,-33.897,5.726,1.2881,7.426,0.0,5.762
27.46,13.413,50.0,50.0,4.010369,0.0,1.2809,7.2355,-22.61,5.728,1.2951,7.6133,22.61,5.795,1.2951,7.6139,22.61,5.795,1.2809,7.236,-22.61,5.728,1.288,7.4249,0.0,5.762
27.48,13.412,50.0,50.0,4.010368,0.0,1.2812,7.2449,-11.309,5.73,1.2946,7.6015,11.309,5.794,1.2946,7.6021,11.309,5.794,1.2813,7.2455,-11.309,5.73,1.288,7.4237,0.0,5.762
27.5,13.411,50.0,50.0,4.010368,0.0,1.2816,7.2546,0.0,5.732,1.2941,7.5895,-0.0,5.792,1.2941,7.59,-0.0,5.792,1.2817,7.2551,0.0,5.732,1.2879,7.4224,0.0,5.762
27.52,13.409,50.0,50.0,4.010367,0.0,1.282,7.2643,11.309,5.735,1.2936,7.5773,-11.309,5.79,1.2936,7.5777,-11.309,5.791,1.2821,7.2649,11.309,5.735,1.2879,7.4211,0.0,5.763
27.54,13.408,50.0,50.0,4.010366,0.0,1.2824,7.2742,22.61,5.737,1.2931,7.5648,-22.61,5.789,1.2931,7.5653,-22.61,5.789,1.2825,7.2749,22.61,5.737,1.2878,7.4198,0.0,5.763
27.56,13.407,50.0,50.0,4.010365,0.0,1.2828,7.2843,33.897,5.739,1.2926,7.5522,-33.897,5.787,1.2926,7.5527,-33.897,5.787,1.2829,7.285,33.897,5.739,1.2877,7.4185,0.0,5.763
27.58,13.406,50.0,50.0,4.010364,0.0,1.2832,7.2944,45.163,5.742,1.2921,7.5395,-45.163,5.785,1.2921,7.5399,-45.163,5.785,1.2833,7.2951,45.163,5.742,1.2877,7.4172,0.0,5.764
27.6,13.405,50.0,50.0,4.010363,0.0,1.2837,7.3046,56.4,5.744,1.2916,7.5266,-56.4,5.784,1.2916,7.5269,-56.4,5.784,1.2837,7.3054,56.4,5.744,1.2876,7.4158,0.0,5.764
27.62,13.403,50.0,50.0,4.010363,0.0,1.2841,7.315,67.602,5.746,1.2911,7.5135,-67.602,5.782,1.2911,7.5138,-67.602,5.782,1.2841,7.3158,67.602,5.746,1.2876,7.4143,0.0,5.764
27.64,13.402,50.0,50.0,4.010362,0.0,1.2845,7.3254,78.76,5.749,1.2905,7.5003,-78.76,5.78,1.2905,7.5005,-78.76,5.78,1.2845,7.3262,78.76,5.749,1.2875,7.4129,0.0,5.764
27.66,13.401,50.0,50.0,4.010361,0.0,1.2849,7.3358,89.869,5.751,1.29,7.487,-89.869,5.778,1.29,7.4872,-89.869,5.778,1.285,7.3367,89.869,5.751,1.2875,7.4114,0.0,5.765
27.68,13.4,50.0,50.0,4.01036,0.0,1.2853,7.3464,100.922,5.754,1.2895,7.4735,-100.922,5.776,1.2895,7.4737,-100.922,5.776,1.2854,7.3473,100.922,5.754,1.2874,7.4099,0.0,5.765
27.7,13.398,50.0,50.0,4.010359,0.0,1.2858,7.3569,111.91,5.756,1.2889,7.4599,-111.91,5.774,1.2889,7.4601,-111.91,5.774,1.2858,7.3579,111.91,5.756,1.2873,7.4083,0.0,5.765
27.72,13.397,50.0,50.0,4.010358,0.0,1.2862,7.3675,122.828,5.759,1.2884,7.4463,-122.828,5.773,1.2884,7.4464,-122.828,5.773,1.2862,7.3685,122.828,5.759,1.2873,7.4068,0.0,5.766
27.74,13.395,50.0,50.0,4.010357,0.0,1.2866,7.3782,133.669,5.761,1.2878,7.4326,-133.669,5.771,1.2878,7.4326,-133.669,5.771,1.2867,7.3792,133.669,5.761,1.2872,7.4051,0.0,5.766
27.76,13.394,50.0,50.0,4.010356,0.0,1.287,7.3888,144.425,5.764,1.2873,7.4187,-144.425,5.769,1.2873,7.4188,-144.425,5.769,1.2871,7.3899,144.425,5.764,1.2871,7.4035,0.0,5.766
27.78,13.393,50.0,50.0,4.010355,0.0,1.2875,7.3995,155.089,5.766,1.2867,7.4049,-155.089,5.767,1.2867,7.4049,-155.089,5.767,1.2875,7.4006,155.089,5.766,1.2871,7.4018,0.0,5.766
27.8,13.391,50.0,50.0,4.010354,0.0,1.2879,7.4101,165.656,5.769,1.2861,7.3909,-165.656,5.765,1.2861,7.3909,-165.656,5.765,1.2879,7.4112,165.656,5.769,1.287,7.4001,0.0,5.767
27.82,13.39,50.0,50.0,4.010353,0.0,1.2883,7.4207,176.118,5.771,1.2856,7.3769,-176.118,5.763,1.2856,7.3769,-176.118,5.763,1.2884,7.4219,176.118,5.771,1.2869,7.3984,0.0,5.767
27.84,13.388,50.0,50.0,4.010352,0.0,1.2887,7.4313,186.469,5.774,1.285,7.3629,-186.469,5.761,1.285,7.3629,-186.469,5.761,1.2888,7.4325,186.469,5.774,1.2869,7.3966,0.0,5.767
27.86,13.387,50.0,50.0,4.01035,0.0,1.2892,7.4419,196.702,5.776,1.2845,7.3489,-196.702,5.759,1.2845,7.3488,-196.702,5.759,1.2892,7.4431,196.702,5.776,1.2868,7.3948,0.0,5.768
27.88,13.385,50.0,50.0,4.010349,0.0,1.2896,7.4524,206.811,5.779,1.2839,7.3348,-206.811,5.758,1.2839,7.3347,-206.811,5.758,1.2896,7.4536,206.811,5.779,1.2867,7.393,0.0,5.768
27.9,13.384,50.0,50.0,4.010348,0.0,1.29,7.4629,216.789,5.781,1.2833,7.3207,-216.789,5.756,1.2833,7.3206,-216.789,5.756,1.29,7.4641,216.789,5.781,1.2866,7.3912,0.0,5.768
27.92,13.382,50.0,50.0,4.010347,0.0,1.2904,7.4733,226.63,5.784,1.2828,7.3066,-226.63,5.754,1.2828,7.3065,-226.63,5.754,1.2904,7.4745,226.63,5.784,1.2866,7.3893,0.0,5.769
27.94,13.381,50.0,50.0,4.010346,0.0,1.2908,7.4836,236.329,5.786,1.2822,7.2925,-236.329,5.752,1.2822,7.2924,-236.329,5.752,1.2908,7.4849,236.329,5.786,1.2865,7.3874,0.0,5.769
27.96,13.379,50.0,50.0,4.010344,0.0,1.2912,7.4939,245.877,5.789,1.2816,7.2785,-245.877,5.75,1.2816,7.2784,-245.877,5.75,1.2913,7.4951,245.877,5.789,1.2864,7.3854,0.0,5.769
27.98,13.377,50.0,50.0,4.010343,0.0,1.2916,7.504,255.271,5.791,1.2811,7.2644,-255.271,5.748,1.2811,7.2643,-255.271,5.748,1.2917,7.5053,255.271,5.792,1.2863,7.3834,0.0,5.77
28.0,13.376,50.0,50.0,4.010342,0.0,1.292,7.5141,264.503,5.794,1.2805,7.2504,-264.503,5.747,1.2805,7.2503,-264.503,5.747,1.292,7.5153,264.503,5.794,1.2862,7.3814,0.0,5.77
28.02,13.374,50.0,50.0,4.010341,0.0,1.2924,7.524,273.569,5.796,1.28,7.2365,-273.569,5.745,1.2799,7.2363,-273.569,5.745,1.2924,7.5253,273.569,5.797,1.2862,7.3794,0.0,5.77
28.04,13.372,50.0,50.0,4.010339,0.0,1.2928,7.5338,282.461,5.799,1.2794,7.2226,-282.461,5.743,1.2794,7.2224,-282.461,5.743,1.2928,7.5351,282.461,5.799,1.2861,7.3773,0.0,5.771
28.06,13.371,50.0,50.0,4.010338,0.0,1.2932,7.5435,291.175,5.801,1.2788,7.2087,-291.175,5.741,1.2788,7.2086,-291.175,5.741,1.2932,7.5448,291.175,5.801,1.286,7.3752,0.0,5.771
28.08,13.369,50.0,50.0,4.010337,0.0,1.2935,7.5531,299.705,5.804,1.2783,7.1949,-299.705,5.739,1.2783,7.1948,-299.705,5.739,1.2936,7.5544,299.705,5.804,1.2859,7.3731,0.0,5.772
28.1,13.367,50.0,50.0,4.010335,0.0,1.2939,7.5625,308.046,5.806,1.2777,7.1812,-308.046,5.738,1.2777,7.1811,-308.046,5.738,1.2939,7.5638,308.046,5.806,1.2858,7.3709,0.0,5.772
28.12,13.365,50.0,50.0,4.010334,0.0,1.2943,7.5718,316.192,5.809,1.2772,7.1676,-316.192,5.736,1.2772,7.1674,-316.192,5.736,1.2943,7.573,316.192,5.809,1.2857,7.3687,0.0,5.772
28.14,13.364,50.0,50.0,4.010332,0.0,1.2946,7.5809,324.139,5.811,1.2766,7.154,-324.139,5.734,1.2766,7.1539,-324.139,5.734,1.2947,7.5821,324.139,5.811,1.2856,7.3665,0.0,5.773
28.16,13.362,50.0,50.0,4.010331,0.0,1.295,7.5898,331.881,5.813,1.2761,7.1406,-331.881,5.733,1.2761,7.1405,-331.881,5.733,1.295,7.5911,331.881,5.813,1.2855,7.3642,0.0,5.773
28.18,13.36,50.0,50.0,4.010329,0.0,1.2953,7.5986,339.413,5.816,1.2756,7.1272,-339.413,5.731,1.2756,7.1271,-339.413,5.731,1.2953,7.5998,339.413,5.816,1.2854,7.3619,0.0,5.773
28.2,13.358,50.0,50.0,4.010328,0.0,1.2956,7.6072,346.731,5.818,1.275,7.114,-346.731,5.729,1.275,7.1139,-346.731,5.729,1.2957,7.6084,346.731,5.818,1.2854,7.3596,0.0,5.774
